Year,Variable,Country,Unit,PowerCode,Value
2014,Intensity of use of forest resources,Luxembourg,Ratio,Units,0.534
2015,Intensity of use of forest resources,Luxembourg,Ratio,Units,0.578
2016,Intensity of use of forest resources,Luxembourg,Ratio,Units,0.504
2017,Intensity of use of forest resources,Luxembourg,Ratio,Units,0.57
2000,Intensity of use of forest resources,Netherlands,Ratio,Units,0.569
2005,Intensity of use of forest resources,Netherlands,Ratio,Units,0.45399999999999996
2010,Intensity of use of forest resources,Netherlands,Ratio,Units,0.447
2013,Intensity of use of forest resources,Netherlands,Ratio,Units,0.465
2017,Intensity of use of forest resources,Netherlands,Ratio,Units,0.496
2000,Intensity of use of forest resources,New Zealand,Ratio,Units,0.564
2001,Intensity of use of forest resources,New Zealand,Ratio,Units,0.579
2002,Intensity of use of forest resources,New Zealand,Ratio,Units,0.611
2003,Intensity of use of forest resources,New Zealand,Ratio,Units,0.639
2004,Intensity of use of forest resources,New Zealand,Ratio,Units,0.5770000000000001
2005,Intensity of use of forest resources,New Zealand,Ratio,Units,0.524
2006,Intensity of use of forest resources,New Zealand,Ratio,Units,0.501
2007,Intensity of use of forest resources,New Zealand,Ratio,Units,0.514
2008,Intensity of use of forest resources,New Zealand,Ratio,Units,0.519
2009,Intensity of use of forest resources,New Zealand,Ratio,Units,0.46799999999999997
2010,Intensity of use of forest resources,New Zealand,Ratio,Units,0.536
2011,Intensity of use of forest resources,New Zealand,Ratio,Units,0.602
2012,Intensity of use of forest resources,New Zealand,Ratio,Units,0.619
2013,Intensity of use of forest resources,New Zealand,Ratio,Units,0.657
2014,Intensity of use of forest resources,New Zealand,Ratio,Units,0.703
2015,Intensity of use of forest resources,New Zealand,Ratio,Units,0.693
2016,Intensity of use of forest resources,New Zealand,Ratio,Units,0.685
2017,Intensity of use of forest resources,New Zealand,Ratio,Units,0.754
2000,Intensity of use of forest resources,Norway,Ratio,Units,0.40299999999999997
2005,Intensity of use of forest resources,Norway,Ratio,Units,0.418
2006,Intensity of use of forest resources,Norway,Ratio,Units,0.384
2007,Intensity of use of forest resources,Norway,Ratio,Units,0.439
2008,Intensity of use of forest resources,Norway,Ratio,Units,0.44
2009,Intensity of use of forest resources,Norway,Ratio,Units,0.381
2010,Intensity of use of forest resources,Norway,Ratio,Units,0.456
2011,Intensity of use of forest resources,Norway,Ratio,Units,0.44299999999999995
2012,Intensity of use of forest resources,Norway,Ratio,Units,0.45899999999999996
2013,Intensity of use of forest resources,Norway,Ratio,Units,0.441
2014,Intensity of use of forest resources,Norway,Ratio,Units,0.46299999999999997
2015,Intensity of use of forest resources,Norway,Ratio,Units,0.522
2016,Intensity of use of forest resources,Norway,Ratio,Units,0.527
2017,Intensity of use of forest resources,Norway,Ratio,Units,0.539
2000,Intensity of use of forest resources,Poland,Ratio,Units,0.5329999999999999
2005,Intensity of use of forest resources,Poland,Ratio,Units,0.55
2010,Intensity of use of forest resources,Poland,Ratio,Units,0.642
2000,Intensity of use of forest resources,Portugal,Ratio,Units,0.626
2005,Intensity of use of forest resources,Portugal,Ratio,Units,0.711
2000,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.555
2001,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.547
2002,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.5489999999999999
2003,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.581
2004,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.63
2005,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.88
2006,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.716
2007,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.7170000000000001
2008,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.8029999999999999
2009,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.779
2010,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.825
2011,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.787
2012,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.679
2013,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.654
2014,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.78
2015,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.765
2016,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.772
2017,Intensity of use of forest resources,Slovak Republic,Ratio,Units,0.7809999999999999
2000,Intensity of use of forest resources,Sweden,Ratio,Units,0.78
2005,Intensity of use of forest resources,Sweden,Ratio,Units,0.852
2009,Intensity of use of forest resources,Sweden,Ratio,Units,0.66
2010,Intensity of use of forest resources,Sweden,Ratio,Units,0.7340000000000001
2011,Intensity of use of forest resources,Sweden,Ratio,Units,0.716
2012,Intensity of use of forest resources,Sweden,Ratio,Units,0.682
2013,Intensity of use of forest resources,Sweden,Ratio,Units,0.6679999999999999
2014,Intensity of use of forest resources,Sweden,Ratio,Units,0.71
2015,Intensity of use of forest resources,Sweden,Ratio,Units,0.722
2000,Intensity of use of forest resources,Switzerland,Ratio,Units,0.7559999999999999
2005,Intensity of use of forest resources,Switzerland,Ratio,Units,0.7340000000000001
2010,Intensity of use of forest resources,Switzerland,Ratio,Units,0.7140000000000001
2015,Intensity of use of forest resources,Switzerland,Ratio,Units,0.695
2009,Intensity of use of forest resources,Turkey,Ratio,Units,0.516
2010,Intensity of use of forest resources,Turkey,Ratio,Units,0.45299999999999996
2011,Intensity of use of forest resources,Turkey,Ratio,Units,0.475
2012,Intensity of use of forest resources,Turkey,Ratio,Units,0.424
2013,Intensity of use of forest resources,Turkey,Ratio,Units,0.424
2014,Intensity of use of forest resources,Turkey,Ratio,Units,0.457
2015,Intensity of use of forest resources,Turkey,Ratio,Units,0.46299999999999997
2016,Intensity of use of forest resources,Turkey,Ratio,Units,0.46
2017,Intensity of use of forest resources,Turkey,Ratio,Units,0.44
2000,Intensity of use of forest resources,United Kingdom,Ratio,Units,0.45899999999999996
2005,Intensity of use of forest resources,United Kingdom,Ratio,Units,0.48100000000000004
2010,Intensity of use of forest resources,United Kingdom,Ratio,Units,0.507
2015,Intensity of use of forest resources,United Kingdom,Ratio,Units,0.629
2000,Intensity of use of forest resources,United States,Ratio,Units,0.7290000000000001
2001,Intensity of use of forest resources,United States,Ratio,Units,0.6970000000000001
2002,Intensity of use of forest resources,United States,Ratio,Units,0.6559999999999999
2003,Intensity of use of forest resources,United States,Ratio,Units,0.626
2004,Intensity of use of forest resources,United States,Ratio,Units,0.636
2005,Intensity of use of forest resources,United States,Ratio,Units,0.623
2006,Intensity of use of forest resources,United States,Ratio,Units,0.595
2007,Intensity of use of forest resources,United States,Ratio,Units,0.568
2008,Intensity of use of forest resources,United States,Ratio,Units,0.491
2009,Intensity of use of forest resources,United States,Ratio,Units,0.447
2010,Intensity of use of forest resources,United States,Ratio,Units,0.455
2011,Intensity of use of forest resources,United States,Ratio,Units,0.473
2000,Intensity of use of forest resources,Chile,Ratio,Units,0.449
2005,Intensity of use of forest resources,Chile,Ratio,Units,0.531
2009,Intensity of use of forest resources,Chile,Ratio,Units,0.5760000000000001
2012,Intensity of use of forest resources,Chile,Ratio,Units,0.622
2013,Intensity of use of forest resources,Chile,Ratio,Units,0.5770000000000001
2014,Intensity of use of forest resources,Chile,Ratio,Units,0.535
2015,Intensity of use of forest resources,Chile,Ratio,Units,0.5379999999999999
2000,Intensity of use of forest resources,Estonia,Ratio,Units,0.815
2001,Intensity of use of forest resources,Estonia,Ratio,Units,0.9470000000000001
2002,Intensity of use of forest resources,Estonia,Ratio,Units,0.779
2003,Intensity of use of forest resources,Estonia,Ratio,Units,0.752
2004,Intensity of use of forest resources,Estonia,Ratio,Units,0.618
2005,Intensity of use of forest resources,Estonia,Ratio,Units,0.609
2006,Intensity of use of forest resources,Estonia,Ratio,Units,0.43799999999999994
2007,Intensity of use of forest resources,Estonia,Ratio,Units,0.395
2008,Intensity of use of forest resources,Estonia,Ratio,Units,0.355
2009,Intensity of use of forest resources,Estonia,Ratio,Units,0.48
2010,Intensity of use of forest resources,Estonia,Ratio,Units,0.604
2011,Intensity of use of forest resources,Estonia,Ratio,Units,0.655
2012,Intensity of use of forest resources,Estonia,Ratio,Units,0.733
2013,Intensity of use of forest resources,Estonia,Ratio,Units,0.7140000000000001
2014,Intensity of use of forest resources,Estonia,Ratio,Units,0.6990000000000001
2015,Intensity of use of forest resources,Estonia,Ratio,Units,0.701
2016,Intensity of use of forest resources,Estonia,Ratio,Units,0.752
2017,Intensity of use of forest resources,Estonia,Ratio,Units,0.763
2000,Intensity of use of forest resources,Slovenia,Ratio,Units,0.244
2005,Intensity of use of forest resources,Slovenia,Ratio,Units,0.293
2006,Intensity of use of forest resources,Slovenia,Ratio,Units,0.345
2007,Intensity of use of forest resources,Slovenia,Ratio,Units,0.3
2008,Intensity of use of forest resources,Slovenia,Ratio,Units,0.317
2009,Intensity of use of forest resources,Slovenia,Ratio,Units,0.311
2012,Intensity of use of forest resources,Slovenia,Ratio,Units,0.469
2000,Intensity of use of forest resources,Spain,Ratio,Units,0.502
2005,Intensity of use of forest resources,Spain,Ratio,Units,0.49
2010,Intensity of use of forest resources,Spain,Ratio,Units,0.53
2005,Net Increment,Iceland,Cubic metres,Thousands,67.0
2011,Net Increment,Luxembourg,Cubic metres,Thousands,626.0
2012,Net Increment,Luxembourg,Cubic metres,Thousands,654.0
2013,Net Increment,Luxembourg,Cubic metres,Thousands,696.0
2000,Net Increment,Netherlands,Cubic metres,Thousands,2226.0
2005,Net Increment,Netherlands,Cubic metres,Thousands,2738.0
2010,Net Increment,Netherlands,Cubic metres,Thousands,2738.0
2013,Net Increment,Netherlands,Cubic metres,Thousands,2556.0
2017,Net Increment,Netherlands,Cubic metres,Thousands,2504.0
2005,Net Increment,Finland,Cubic metres,Thousands,99130.0
2006,Net Increment,Finland,Cubic metres,Thousands,100320.0
2007,Net Increment,Finland,Cubic metres,Thousands,101520.0
2008,Net Increment,Finland,Cubic metres,Thousands,100734.0
2009,Net Increment,Finland,Cubic metres,Thousands,101044.0
2010,Net Increment,Finland,Cubic metres,Thousands,101344.0
2011,Net Increment,Finland,Cubic metres,Thousands,101654.0
2012,Net Increment,Finland,Cubic metres,Thousands,101954.0
2013,Net Increment,Finland,Cubic metres,Thousands,102264.0
2014,Net Increment,Finland,Cubic metres,Thousands,102264.0
2015,Net Increment,Finland,Cubic metres,Thousands,102264.0
2016,Net Increment,Finland,Cubic metres,Thousands,101398.0
2017,Net Increment,Finland,Cubic metres,Thousands,101398.0
2000,Net Increment,Norway,Cubic metres,Thousands,26176.0
2005,Net Increment,Norway,Cubic metres,Thousands,27388.0
2006,Net Increment,Norway,Cubic metres,Thousands,26812.0
2007,Net Increment,Norway,Cubic metres,Thousands,25659.0
2008,Net Increment,Norway,Cubic metres,Thousands,25342.0
2009,Net Increment,Norway,Cubic metres,Thousands,25439.0
2010,Net Increment,Norway,Cubic metres,Thousands,25746.0
2011,Net Increment,Norway,Cubic metres,Thousands,26048.0
2012,Net Increment,Norway,Cubic metres,Thousands,26349.0
2013,Net Increment,Norway,Cubic metres,Thousands,26523.0
2014,Net Increment,Norway,Cubic metres,Thousands,26697.0
2015,Net Increment,Norway,Cubic metres,Thousands,26871.0
2000,Net Increment,Chile,Cubic metres,Thousands,75750.11
2005,Net Increment,Chile,Cubic metres,Thousands,83667.261
2009,Net Increment,Chile,Cubic metres,Thousands,88697.83
2012,Net Increment,Chile,Cubic metres,Thousands,90758.0
2000,Net Increment,Slovenia,Cubic metres,Thousands,9643.0
2005,Net Increment,Slovenia,Cubic metres,Thousands,9721.0
2006,Net Increment,Slovenia,Cubic metres,Thousands,9738.0
2007,Net Increment,Slovenia,Cubic metres,Thousands,9754.0
2008,Net Increment,Slovenia,Cubic metres,Thousands,9769.0
2009,Net Increment,Slovenia,Cubic metres,Thousands,9785.0
2000,Net Increment,Germany,Cubic metres,Thousands,118760.554
2001,Net Increment,Germany,Cubic metres,Thousands,119024.632
2002,Net Increment,Germany,Cubic metres,Thousands,119309.795
2003,Net Increment,Germany,Cubic metres,Thousands,108713.15400000001
2004,Net Increment,Germany,Cubic metres,Thousands,108955.698
2005,Net Increment,Germany,Cubic metres,Thousands,109112.998
2006,Net Increment,Germany,Cubic metres,Thousands,109179.0
2007,Net Increment,Germany,Cubic metres,Thousands,109340.0
2008,Net Increment,Germany,Cubic metres,Thousands,107886.627
2009,Net Increment,Germany,Cubic metres,Thousands,108094.94
2010,Net Increment,Germany,Cubic metres,Thousands,108280.261
2011,Net Increment,Germany,Cubic metres,Thousands,107412.89199999999
2012,Net Increment,Germany,Cubic metres,Thousands,107563.061
2013,Net Increment,Germany,Cubic metres,Thousands,108172.56
2014,Net Increment,Germany,Cubic metres,Thousands,108582.0
2015,Net Increment,Germany,Cubic metres,Thousands,108490.0
2016,Net Increment,Germany,Cubic metres,Thousands,108689.0
2000,Net Increment,Sweden,Cubic metres,Thousands,86682.645
2005,Net Increment,Sweden,Cubic metres,Thousands,92563.974
2009,Net Increment,Sweden,Cubic metres,Thousands,112520.0
2010,Net Increment,Sweden,Cubic metres,Thousands,113740.0
2011,Net Increment,Sweden,Cubic metres,Thousands,113170.0
2000,Net Increment,Italy,Cubic metres,Thousands,30162.0
2005,Net Increment,Italy,Cubic metres,Thousands,31352.0
2009,Net Increment,Italy,Cubic metres,Thousands,31395.827999999998
2010,Net Increment,Italy,Cubic metres,Thousands,32433.0
2015,Net Increment,Italy,Cubic metres,Thousands,33511.0
2009,Net Increment,Turkey,Cubic metres,Thousands,32112.0
2011,Net Increment,Turkey,Cubic metres,Thousands,37959.0
2012,Net Increment,Turkey,Cubic metres,Thousands,39081.0
2013,Net Increment,Turkey,Cubic metres,Thousands,38869.0
2014,Net Increment,Turkey,Cubic metres,Thousands,42207.0
2005,Net Increment,Austria,Cubic metres,Thousands,25136.0
2000,Net Increment,United States,Cubic metres,Thousands,670282.0
2001,Net Increment,United States,Cubic metres,Thousands,671073.0
2002,Net Increment,United States,Cubic metres,Thousands,688385.0
2003,Net Increment,United States,Cubic metres,Thousands,705697.0
2004,Net Increment,United States,Cubic metres,Thousands,723009.0
2005,Net Increment,United States,Cubic metres,Thousands,740321.0
2006,Net Increment,United States,Cubic metres,Thousands,757631.0
2007,Net Increment,United States,Cubic metres,Thousands,755755.0
2008,Net Increment,United States,Cubic metres,Thousands,753879.0
2009,Net Increment,United States,Cubic metres,Thousands,752003.0
2010,Net Increment,United States,Cubic metres,Thousands,750127.0
2011,Net Increment,United States,Cubic metres,Thousands,748249.0
2000,Net Increment,Portugal,Cubic metres,Thousands,19054.0
2005,Net Increment,Portugal,Cubic metres,Thousands,18870.0
2012,Net Increment,Denmark,Cubic metres,Thousands,6322.0
2000,Net Increment,Spain,Cubic metres,Thousands,32089.867000000002
2005,Net Increment,Spain,Cubic metres,Thousands,33784.449
2010,Net Increment,Spain,Cubic metres,Thousands,35479.031
2000,Net Increment,Korea,Cubic metres,Thousands,18445.0
2005,Net Increment,Korea,Cubic metres,Thousands,17202.0
2006,Net Increment,Korea,Cubic metres,Thousands,21254.0
2008,Net Increment,Korea,Cubic metres,Thousands,37005.0
2009,Net Increment,Korea,Cubic metres,Thousands,41337.0
2011,Net Increment,Korea,Cubic metres,Thousands,37910.0
2012,Net Increment,Korea,Cubic metres,Thousands,31480.0
2013,Net Increment,Korea,Cubic metres,Thousands,33169.0
2014,Net Increment,Korea,Cubic metres,Thousands,37966.0
2015,Net Increment,Korea,Cubic metres,Thousands,30769.0
2016,Net Increment,Korea,Cubic metres,Thousands,33346.0
2017,Net Increment,Korea,Cubic metres,Thousands,29864.0
2000,Net change,United States,Cubic metres,Thousands,181746.0
2001,Net change,United States,Cubic metres,Thousands,203084.0
2002,Net change,United States,Cubic metres,Thousands,237137.0
2003,Net change,United States,Cubic metres,Thousands,264261.0
2004,Net change,United States,Cubic metres,Thousands,263240.0
2005,Net change,United States,Cubic metres,Thousands,278767.0
2006,Net change,United States,Cubic metres,Thousands,307075.0
2007,Net change,United States,Cubic metres,Thousands,326323.0
2008,Net change,United States,Cubic metres,Thousands,384087.0
2009,Net change,United States,Cubic metres,Thousands,415662.0
2010,Net change,United States,Cubic metres,Thousands,408627.0
2011,Net change,United States,Cubic metres,Thousands,394459.0
2000,Net Increment,Switzerland,Cubic metres,Thousands,8330.0
2005,Net Increment,Switzerland,Cubic metres,Thousands,9101.0
2010,Net Increment,Switzerland,Cubic metres,Thousands,9862.0
2015,Net Increment,Switzerland,Cubic metres,Thousands,10640.0
2000,Net fellings,Colombia,Cubic metres,Thousands,1775.991
2005,Net fellings,Colombia,Cubic metres,Thousands,2008.389
2006,Net fellings,Colombia,Cubic metres,Thousands,1402.414
2007,Net fellings,Colombia,Cubic metres,Thousands,1399.1689999999999
2008,Net fellings,Colombia,Cubic metres,Thousands,806.306
2009,Net fellings,Colombia,Cubic metres,Thousands,1504.375
2010,Net fellings,Colombia,Cubic metres,Thousands,933.9780000000001
2011,Net fellings,Colombia,Cubic metres,Thousands,1042.64
2012,Net fellings,Colombia,Cubic metres,Thousands,2010.4
2013,Net fellings,Colombia,Cubic metres,Thousands,797.2
2000,Net Increment,Japan,Cubic metres,Thousands,84163.0
2005,Net Increment,Japan,Cubic metres,Thousands,86454.0
2000,Net fellings,United States,Cubic metres,Thousands,488536.0
2001,Net fellings,United States,Cubic metres,Thousands,467989.0
2002,Net fellings,United States,Cubic metres,Thousands,451248.0
2003,Net fellings,United States,Cubic metres,Thousands,441436.0
2004,Net fellings,United States,Cubic metres,Thousands,459769.0
2005,Net fellings,United States,Cubic metres,Thousands,461554.0
2006,Net fellings,United States,Cubic metres,Thousands,450556.0
2007,Net fellings,United States,Cubic metres,Thousands,429432.0
2008,Net fellings,United States,Cubic metres,Thousands,369792.0
2009,Net fellings,United States,Cubic metres,Thousands,336341.0
2010,Net fellings,United States,Cubic metres,Thousands,341500.0
2011,Net fellings,United States,Cubic metres,Thousands,353790.0
2002,Net Increment,France,Cubic metres,Thousands,90709.0
2003,Net Increment,France,Cubic metres,Thousands,92106.0
2004,Net Increment,France,Cubic metres,Thousands,93574.0
2009,Net Increment,France,Cubic metres,Thousands,81231.0
2010,Net Increment,France,Cubic metres,Thousands,82664.0
2011,Net Increment,France,Cubic metres,Thousands,83129.0
2012,Net Increment,France,Cubic metres,Thousands,83093.0
2013,Net Increment,France,Cubic metres,Thousands,83031.0
2014,Net Increment,France,Cubic metres,Thousands,82038.0
2000,Net Increment,Poland,Cubic metres,Thousands,42910.0
2005,Net Increment,Poland,Cubic metres,Thousands,49196.0
2010,Net Increment,Poland,Cubic metres,Thousands,62300.0
2010,Net Increment,Ireland,Cubic metres,Thousands,4953.0
2012,Net Increment,Ireland,Cubic metres,Thousands,7282.0
2013,Net Increment,Ireland,Cubic metres,Thousands,7282.0
2014,Net Increment,Ireland,Cubic metres,Thousands,7282.0
2015,Net Increment,Ireland,Cubic metres,Thousands,7282.0
2016,Net Increment,Ireland,Cubic metres,Thousands,7282.0
2017,Net Increment,Ireland,Cubic metres,Thousands,8239.0
2000,Fellings,Costa Rica,Cubic metres,Thousands,205.0
2005,Fellings,Costa Rica,Cubic metres,Thousands,582.5
2006,Fellings,Costa Rica,Cubic metres,Thousands,703.7
2007,Fellings,Costa Rica,Cubic metres,Thousands,538.3
2008,Fellings,Costa Rica,Cubic metres,Thousands,576.0
2009,Fellings,Costa Rica,Cubic metres,Thousands,490.5
2010,Fellings,Costa Rica,Cubic metres,Thousands,351.1
2011,Fellings,Costa Rica,Cubic metres,Thousands,454.5
2012,Fellings,Costa Rica,Cubic metres,Thousands,510.0
2013,Fellings,Costa Rica,Cubic metres,Thousands,479.3
2014,Fellings,Costa Rica,Cubic metres,Thousands,542.2
2015,Fellings,Costa Rica,Cubic metres,Thousands,588.4
2016,Fellings,Costa Rica,Cubic metres,Thousands,480.3
2017,Fellings,Costa Rica,Cubic metres,Thousands,446.53
2000,Fellings,Latvia,Cubic metres,Thousands,15734.4
2001,Fellings,Latvia,Cubic metres,Thousands,14125.1
2002,Fellings,Latvia,Cubic metres,Thousands,14812.6
2003,Fellings,Latvia,Cubic metres,Thousands,14207.391000000001
2004,Fellings,Latvia,Cubic metres,Thousands,14029.4
2005,Fellings,Latvia,Cubic metres,Thousands,14126.97
2006,Fellings,Latvia,Cubic metres,Thousands,14129.06
2007,Fellings,Latvia,Cubic metres,Thousands,13633.648000000001
2008,Fellings,Latvia,Cubic metres,Thousands,10135.716
2009,Fellings,Latvia,Cubic metres,Thousands,11787.073
2010,Fellings,Latvia,Cubic metres,Thousands,13879.072
2011,Fellings,Latvia,Cubic metres,Thousands,14499.83
2012,Fellings,Latvia,Cubic metres,Thousands,13852.926000000001
2013,Fellings,Latvia,Cubic metres,Thousands,13466.145
2014,Fellings,Latvia,Cubic metres,Thousands,14173.878999999999
2015,Fellings,Latvia,Cubic metres,Thousands,13928.729
2016,Fellings,Latvia,Cubic metres,Thousands,14299.0
2017,Fellings,Latvia,Cubic metres,Thousands,14700.0
2010,Volumes salvaged,Latvia,Cubic metres,Thousands,150.0
2011,Volumes salvaged,Latvia,Cubic metres,Thousands,150.0
2012,Volumes salvaged,Latvia,Cubic metres,Thousands,150.0
2013,Volumes salvaged,Latvia,Cubic metres,Thousands,150.0
2014,Volumes salvaged,Latvia,Cubic metres,Thousands,150.0
2015,Volumes salvaged,Latvia,Cubic metres,Thousands,150.0
2016,Volumes salvaged,Latvia,Cubic metres,Thousands,150.0
2017,Volumes salvaged,Latvia,Cubic metres,Thousands,150.0
2010,Net fellings,Latvia,Cubic metres,Thousands,13729.072
2011,Net fellings,Latvia,Cubic metres,Thousands,14349.83
2012,Net fellings,Latvia,Cubic metres,Thousands,13703.0
2013,Net fellings,Latvia,Cubic metres,Thousands,13316.145
2014,Net fellings,Latvia,Cubic metres,Thousands,14023.878999999999
2015,Net fellings,Latvia,Cubic metres,Thousands,13778.729
2016,Net fellings,Latvia,Cubic metres,Thousands,14149.0
2017,Net fellings,Latvia,Cubic metres,Thousands,14550.0
2010,Natural losses,Latvia,Cubic metres,Thousands,6090.0
2011,Natural losses,Latvia,Cubic metres,Thousands,6090.0
2012,Natural losses,Latvia,Cubic metres,Thousands,6090.0
2013,Natural losses,Latvia,Cubic metres,Thousands,6090.0
2014,Natural losses,Latvia,Cubic metres,Thousands,6090.0
2015,Natural losses,Latvia,Cubic metres,Thousands,6070.0
2016,Natural losses,Latvia,Cubic metres,Thousands,6070.0
2017,Natural losses,Latvia,Cubic metres,Thousands,6070.0
2005,Gross Increment,Latvia,Cubic metres,Thousands,25280.0
2006,Gross Increment,Latvia,Cubic metres,Thousands,25280.0
2007,Gross Increment,Latvia,Cubic metres,Thousands,25280.0
2008,Gross Increment,Latvia,Cubic metres,Thousands,25280.0
2009,Gross Increment,Latvia,Cubic metres,Thousands,25280.0
2010,Gross Increment,Latvia,Cubic metres,Thousands,25770.0
2011,Gross Increment,Latvia,Cubic metres,Thousands,25770.0
2012,Gross Increment,Latvia,Cubic metres,Thousands,25770.0
2013,Gross Increment,Latvia,Cubic metres,Thousands,25770.0
2014,Gross Increment,Latvia,Cubic metres,Thousands,25770.0
2015,Gross Increment,Latvia,Cubic metres,Thousands,25770.0
2016,Gross Increment,Latvia,Cubic metres,Thousands,25770.0
2017,Gross Increment,Latvia,Cubic metres,Thousands,25770.0
2010,Net change,Latvia,Cubic metres,Thousands,5950.928000000001
2011,Net change,Latvia,Cubic metres,Thousands,5330.17
2012,Net change,Latvia,Cubic metres,Thousands,5977.01
2013,Net change,Latvia,Cubic metres,Thousands,6363.855
2014,Net change,Latvia,Cubic metres,Thousands,5656.121
2015,Net change,Latvia,Cubic metres,Thousands,5921.27
2016,Net change,Latvia,Cubic metres,Thousands,5551.0
2017,Net change,Latvia,Cubic metres,Thousands,5150.0
2005,Intensity of use of forest resources,Latvia,Ratio,Units,0.5589999999999999
2006,Intensity of use of forest resources,Latvia,Ratio,Units,0.5589999999999999
2007,Intensity of use of forest resources,Latvia,Ratio,Units,0.539
2008,Intensity of use of forest resources,Latvia,Ratio,Units,0.401
2009,Intensity of use of forest resources,Latvia,Ratio,Units,0.466
2010,Intensity of use of forest resources,Latvia,Ratio,Units,0.539
2011,Intensity of use of forest resources,Latvia,Ratio,Units,0.563
2012,Intensity of use of forest resources,Latvia,Ratio,Units,0.5379999999999999
2013,Intensity of use of forest resources,Latvia,Ratio,Units,0.523
2014,Intensity of use of forest resources,Latvia,Ratio,Units,0.55
2015,Intensity of use of forest resources,Latvia,Ratio,Units,0.541
2016,Intensity of use of forest resources,Latvia,Ratio,Units,0.555
2017,Intensity of use of forest resources,Latvia,Ratio,Units,0.57
2007,Fellings,Lithuania,Cubic metres,Thousands,9720.0
2008,Fellings,Lithuania,Cubic metres,Thousands,9650.0
2009,Fellings,Lithuania,Cubic metres,Thousands,9250.0
2010,Fellings,Lithuania,Cubic metres,Thousands,8640.0
2011,Fellings,Lithuania,Cubic metres,Thousands,8430.0
2012,Fellings,Lithuania,Cubic metres,Thousands,8530.0
2013,Fellings,Lithuania,Cubic metres,Thousands,8600.0
2014,Fellings,Lithuania,Cubic metres,Thousands,9180.0
2015,Fellings,Lithuania,Cubic metres,Thousands,9550.0
2016,Fellings,Lithuania,Cubic metres,Thousands,10350.0
2017,Fellings,Lithuania,Cubic metres,Thousands,10610.0
2007,Volumes salvaged,Lithuania,Cubic metres,Thousands,670.0
2008,Volumes salvaged,Lithuania,Cubic metres,Thousands,640.0
2009,Volumes salvaged,Lithuania,Cubic metres,Thousands,660.0
2010,Volumes salvaged,Lithuania,Cubic metres,Thousands,710.0
2011,Volumes salvaged,Lithuania,Cubic metres,Thousands,760.0
2012,Volumes salvaged,Lithuania,Cubic metres,Thousands,830.0
2013,Volumes salvaged,Lithuania,Cubic metres,Thousands,880.0
2014,Volumes salvaged,Lithuania,Cubic metres,Thousands,920.0
2015,Volumes salvaged,Lithuania,Cubic metres,Thousands,910.0
2016,Volumes salvaged,Lithuania,Cubic metres,Thousands,980.0
2017,Volumes salvaged,Lithuania,Cubic metres,Thousands,970.0
2007,Net fellings,Lithuania,Cubic metres,Thousands,9050.0
2008,Net fellings,Lithuania,Cubic metres,Thousands,9010.0
2009,Net fellings,Lithuania,Cubic metres,Thousands,8590.0
2010,Net fellings,Lithuania,Cubic metres,Thousands,7930.0
2011,Net fellings,Lithuania,Cubic metres,Thousands,7670.0
2012,Net fellings,Lithuania,Cubic metres,Thousands,7700.0
2013,Net fellings,Lithuania,Cubic metres,Thousands,7720.0
2014,Net fellings,Lithuania,Cubic metres,Thousands,8260.0
2015,Net fellings,Lithuania,Cubic metres,Thousands,8640.0
2016,Net fellings,Lithuania,Cubic metres,Thousands,9370.0
2017,Net fellings,Lithuania,Cubic metres,Thousands,9640.0
2007,Natural losses,Lithuania,Cubic metres,Thousands,2900.0
2008,Natural losses,Lithuania,Cubic metres,Thousands,3140.0
2009,Natural losses,Lithuania,Cubic metres,Thousands,3270.0
2010,Natural losses,Lithuania,Cubic metres,Thousands,3330.0
2011,Natural losses,Lithuania,Cubic metres,Thousands,3420.0
2012,Natural losses,Lithuania,Cubic metres,Thousands,3310.0
2013,Natural losses,Lithuania,Cubic metres,Thousands,3260.0
2014,Natural losses,Lithuania,Cubic metres,Thousands,3290.0
2015,Natural losses,Lithuania,Cubic metres,Thousands,3220.0
2016,Natural losses,Lithuania,Cubic metres,Thousands,3100.0
2017,Natural losses,Lithuania,Cubic metres,Thousands,3120.0
2007,Gross Increment,Lithuania,Cubic metres,Thousands,13770.0
2008,Gross Increment,Lithuania,Cubic metres,Thousands,13760.0
2009,Gross Increment,Lithuania,Cubic metres,Thousands,14020.0
2010,Gross Increment,Lithuania,Cubic metres,Thousands,14360.0
