Country,Year,Variable,Unit,Value
Denmark,2014,Not connected to public sewerage or independent treatment,Percentage,8.970001221
Denmark,2015,Not connected to public sewerage or independent treatment,Percentage,9
Denmark,2016,Not connected to public sewerage or independent treatment,Percentage,8.160003662
Denmark,2017,Not connected to public sewerage or independent treatment,Percentage,8.099998474
Finland,1970,Unspecified (other) treatment ,Percentage,0
Finland,1980,Unspecified (other) treatment ,Percentage,1
Finland,2000,Unspecified (other) treatment ,Percentage,0
Finland,2005,Unspecified (other) treatment ,Percentage,0
Finland,2010,Unspecified (other) treatment ,Percentage,0
Finland,2011,Unspecified (other) treatment ,Percentage,0
Finland,2012,Unspecified (other) treatment ,Percentage,0
Finland,2013,Unspecified (other) treatment ,Percentage,0
Finland,2014,Unspecified (other) treatment ,Percentage,0
Finland,1970,Not connected to public sewerage or independent treatment,Percentage,46
Finland,1980,Not connected to public sewerage or independent treatment,Percentage,31
Finland,2000,Not connected to public sewerage or independent treatment,Percentage,20
Finland,2010,Not connected to public sewerage or independent treatment,Percentage,17
Finland,2011,Not connected to public sewerage or independent treatment,Percentage,17
Finland,2012,Not connected to public sewerage or independent treatment,Percentage,17
Finland,2013,Not connected to public sewerage or independent treatment,Percentage,17
Finland,2014,Not connected to public sewerage or independent treatment,Percentage,15
France,2010,Unspecified (other) treatment ,Percentage,4.3
France,2011,Unspecified (other) treatment ,Percentage,2.2
France,2012,Unspecified (other) treatment ,Percentage,1.5
France,2013,Unspecified (other) treatment ,Percentage,2
France,2014,Unspecified (other) treatment ,Percentage,2
France,2015,Unspecified (other) treatment ,Percentage,2
France,2016,Unspecified (other) treatment ,Percentage,2
France,2017,Unspecified (other) treatment ,Percentage,2
France,2010,Not connected to public sewerage or independent treatment,Percentage,17.97
France,2011,Not connected to public sewerage or independent treatment,Percentage,18.5
France,2012,Not connected to public sewerage or independent treatment,Percentage,18.5
France,2013,Not connected to public sewerage or independent treatment,Percentage,18.5
France,2014,Not connected to public sewerage or independent treatment,Percentage,17.90000153
France,2015,Not connected to public sewerage or independent treatment,Percentage,18
France,2016,Not connected to public sewerage or independent treatment,Percentage,18
Germany,2005,Unspecified (other) treatment ,Percentage,0
Germany,2010,Unspecified (other) treatment ,Percentage,0.1
Germany,2011,Unspecified (other) treatment ,Percentage,0.4
Germany,2012,Unspecified (other) treatment ,Percentage,0.57
Germany,2013,Unspecified (other) treatment ,Percentage,0.79
Germany,2014,Unspecified (other) treatment ,Percentage,0.91
Germany,2015,Unspecified (other) treatment ,Percentage,1.02
Germany,2016,Unspecified (other) treatment ,Percentage,1.14
Germany,2010,Not connected to public sewerage or independent treatment,Percentage,3.59
Germany,2011,Not connected to public sewerage or independent treatment,Percentage,3.47
Germany,2012,Not connected to public sewerage or independent treatment,Percentage,3.35
Germany,2013,Not connected to public sewerage or independent treatment,Percentage,3.24
Germany,2014,Not connected to public sewerage or independent treatment,Percentage,3.5
Germany,2015,Not connected to public sewerage or independent treatment,Percentage,3.199996948
Germany,2016,Not connected to public sewerage or independent treatment,Percentage,2.900001526
Greece,2010,Unspecified (other) treatment ,Percentage,0
Greece,2011,Unspecified (other) treatment ,Percentage,0
Greece,2012,Unspecified (other) treatment ,Percentage,0
Greece,2013,Unspecified (other) treatment ,Percentage,0
Greece,2014,Unspecified (other) treatment ,Percentage,0
Greece,2015,Unspecified (other) treatment ,Percentage,0
Greece,2016,Unspecified (other) treatment ,Percentage,0
Greece,2010,Not connected to public sewerage or independent treatment,Percentage,12.68000031
Greece,2011,Not connected to public sewerage or independent treatment,Percentage,11.90000153
Greece,2012,Not connected to public sewerage or independent treatment,Percentage,7.970001221
Greece,2013,Not connected to public sewerage or independent treatment,Percentage,7.169998169
Greece,2014,Not connected to public sewerage or independent treatment,Percentage,7.169998169
Hungary,1970,Unspecified (other) treatment ,Percentage,0
Hungary,1980,Unspecified (other) treatment ,Percentage,0
Hungary,2000,Unspecified (other) treatment ,Percentage,0
Hungary,2005,Unspecified (other) treatment ,Percentage,0
Hungary,2010,Unspecified (other) treatment ,Percentage,0
Hungary,2011,Unspecified (other) treatment ,Percentage,0
Hungary,2012,Unspecified (other) treatment ,Percentage,0
Hungary,2013,Unspecified (other) treatment ,Percentage,0
Hungary,2014,Unspecified (other) treatment ,Percentage,0
Hungary,2015,Unspecified (other) treatment ,Percentage,0
Hungary,2016,Unspecified (other) treatment ,Percentage,0
Hungary,2017,Unspecified (other) treatment ,Percentage,0
Hungary,1970,Not connected to public sewerage or independent treatment,Percentage,72
Hungary,1980,Not connected to public sewerage or independent treatment,Percentage,60
Hungary,2000,Not connected to public sewerage or independent treatment,Percentage,49
Hungary,2005,Not connected to public sewerage or independent treatment,Percentage,35.19999695
Hungary,2010,Not connected to public sewerage or independent treatment,Percentage,27.59999847
Hungary,2011,Not connected to public sewerage or independent treatment,Percentage,27.09999847
Hungary,2012,Not connected to public sewerage or independent treatment,Percentage,25.98441315
Hungary,2013,Not connected to public sewerage or independent treatment,Percentage,24.98047638
Hungary,2014,Not connected to public sewerage or independent treatment,Percentage,23.13999939
Hungary,2015,Not connected to public sewerage or independent treatment,Percentage,21.22000122
Hungary,2016,Not connected to public sewerage or independent treatment,Percentage,19.38574219
Hungary,2017,Not connected to public sewerage or independent treatment,Percentage,18.5
Iceland,2000,Unspecified (other) treatment ,Percentage,0
Iceland,2005,Unspecified (other) treatment ,Percentage,0
Iceland,2010,Unspecified (other) treatment ,Percentage,0
Iceland,2000,Not connected to public sewerage or independent treatment,Percentage,10
Iceland,2005,Not connected to public sewerage or independent treatment,Percentage,11
Iceland,2010,Not connected to public sewerage or independent treatment,Percentage,9
Ireland,1980,Unspecified (other) treatment ,Percentage,0
Ireland,2011,Unspecified (other) treatment ,Percentage,0
Ireland,2012,Unspecified (other) treatment ,Percentage,0.73
Ireland,2013,Unspecified (other) treatment ,Percentage,0.72
Ireland,2014,Unspecified (other) treatment ,Percentage,0.71
Ireland,2015,Unspecified (other) treatment ,Percentage,0.7
Ireland,2016,Unspecified (other) treatment ,Percentage,0.69
Ireland,2017,Unspecified (other) treatment ,Percentage,0.69
Ireland,1980,Not connected to public sewerage or independent treatment,Percentage,88.80000305
Ireland,2011,Not connected to public sewerage or independent treatment,Percentage,31.38999939
Ireland,2012,Not connected to public sewerage or independent treatment,Percentage,36.09999847
Ireland,2013,Not connected to public sewerage or independent treatment,Percentage,31.38999939
Ireland,2014,Not connected to public sewerage or independent treatment,Percentage,31.38999939
Ireland,2015,Not connected to public sewerage or independent treatment,Percentage,31.38999939
Ireland,2016,Not connected to public sewerage or independent treatment,Percentage,32.69999695
Ireland,2017,Not connected to public sewerage or independent treatment,Percentage,35.80000305
Italy,1970,Unspecified (other) treatment ,Percentage,0
Italy,2005,Unspecified (other) treatment ,Percentage,0
Italy,2012,Unspecified (other) treatment ,Percentage,0
Italy,2015,Unspecified (other) treatment ,Percentage,0
Japan,1970,Unspecified (other) treatment ,Percentage,0
Japan,1980,Unspecified (other) treatment ,Percentage,0
Japan,2000,Unspecified (other) treatment ,Percentage,0
Japan,2005,Unspecified (other) treatment ,Percentage,0
Japan,2010,Unspecified (other) treatment ,Percentage,0
Japan,2011,Unspecified (other) treatment ,Percentage,0
Japan,2012,Unspecified (other) treatment ,Percentage,0
Japan,2013,Unspecified (other) treatment ,Percentage,0
Japan,2014,Unspecified (other) treatment ,Percentage,0
Japan,2015,Unspecified (other) treatment ,Percentage,0
Japan,2016,Unspecified (other) treatment ,Percentage,0
Japan,1980,Not connected to public sewerage or independent treatment,Percentage,70
Japan,2000,Not connected to public sewerage or independent treatment,Percentage,38
Japan,2005,Not connected to public sewerage or independent treatment,Percentage,30.74359894
Japan,2010,Not connected to public sewerage or independent treatment,Percentage,24.90000153
Japan,2011,Not connected to public sewerage or independent treatment,Percentage,24.19999695
Japan,2012,Not connected to public sewerage or independent treatment,Percentage,23.69999695
Japan,2013,Not connected to public sewerage or independent treatment,Percentage,23
Japan,2014,Not connected to public sewerage or independent treatment,Percentage,22.40000153
Japan,2015,Not connected to public sewerage or independent treatment,Percentage,22.19999695
Japan,2016,Not connected to public sewerage or independent treatment,Percentage,21.69999695
Korea,2000,Unspecified (other) treatment ,Percentage,0.600000024
Korea,2005,Unspecified (other) treatment ,Percentage,0.5
Korea,2010,Unspecified (other) treatment ,Percentage,0.5
Korea,2011,Unspecified (other) treatment ,Percentage,0.600000024
Korea,2012,Unspecified (other) treatment ,Percentage,0.600000024
Korea,2013,Unspecified (other) treatment ,Percentage,1.18E-06
Korea,2014,Unspecified (other) treatment ,Percentage,0.689998865
Korea,2015,Unspecified (other) treatment ,Percentage,-7.25E-07
Korea,2016,Unspecified (other) treatment ,Percentage,0
Korea,2000,Not connected to public sewerage or independent treatment,Percentage,29.5
Korea,2005,Not connected to public sewerage or independent treatment,Percentage,16.5
Korea,2010,Not connected to public sewerage or independent treatment,Percentage,9.900001526
Korea,2011,Not connected to public sewerage or independent treatment,Percentage,9.099998474
Korea,2012,Not connected to public sewerage or independent treatment,Percentage,8.400001526
Korea,2013,Not connected to public sewerage or independent treatment,Percentage,7.88999939
Korea,2014,Not connected to public sewerage or independent treatment,Percentage,7.459999084
Korea,2015,Not connected to public sewerage or independent treatment,Percentage,7.11000061
Korea,2016,Not connected to public sewerage or independent treatment,Percentage,6.779998779
Luxembourg,1970,Unspecified (other) treatment ,Percentage,0
Luxembourg,1980,Unspecified (other) treatment ,Percentage,0
Luxembourg,2010,Unspecified (other) treatment ,Percentage,0
Luxembourg,2011,Unspecified (other) treatment ,Percentage,0
Luxembourg,2012,Unspecified (other) treatment ,Percentage,0
Luxembourg,2013,Unspecified (other) treatment ,Percentage,0
Luxembourg,2014,Unspecified (other) treatment ,Percentage,0
Luxembourg,2015,Unspecified (other) treatment ,Percentage,0
Luxembourg,2016,Unspecified (other) treatment ,Percentage,0
Luxembourg,2017,Unspecified (other) treatment ,Percentage,0
Luxembourg,2010,Not connected to public sewerage or independent treatment,Percentage,2.900001526
Luxembourg,2011,Not connected to public sewerage or independent treatment,Percentage,1
Luxembourg,2012,Not connected to public sewerage or independent treatment,Percentage,0
Luxembourg,2013,Not connected to public sewerage or independent treatment,Percentage,0
Luxembourg,2014,Not connected to public sewerage or independent treatment,Percentage,0
Luxembourg,2015,Not connected to public sewerage or independent treatment,Percentage,0
Luxembourg,2016,Not connected to public sewerage or independent treatment,Percentage,0
Luxembourg,2017,Not connected to public sewerage or independent treatment,Percentage,0
Mexico,2000,Not connected to public sewerage or independent treatment,Percentage,40.79999924
Mexico,2005,Not connected to public sewerage or independent treatment,Percentage,32.40000153
Mexico,2010,Not connected to public sewerage or independent treatment,Percentage,29.43000031
Netherlands,1970,Unspecified (other) treatment ,Percentage,0
Netherlands,1980,Unspecified (other) treatment ,Percentage,0
Netherlands,2000,Unspecified (other) treatment ,Percentage,0
Netherlands,2005,Unspecified (other) treatment ,Percentage,0
Netherlands,2010,Unspecified (other) treatment ,Percentage,0
Netherlands,2011,Unspecified (other) treatment ,Percentage,0
Netherlands,2012,Unspecified (other) treatment ,Percentage,0
Netherlands,2013,Unspecified (other) treatment ,Percentage,0
Netherlands,2014,Unspecified (other) treatment ,Percentage,0
Netherlands,2015,Unspecified (other) treatment ,Percentage,0
Netherlands,2016,Unspecified (other) treatment ,Percentage,0
Netherlands,2017,Unspecified (other) treatment ,Percentage,0
Netherlands,1970,Not connected to public sewerage or independent treatment,Percentage,0
Netherlands,1980,Not connected to public sewerage or independent treatment,Percentage,14.09999847
Netherlands,2000,Not connected to public sewerage or independent treatment,Percentage,1.849998474
Netherlands,2005,Not connected to public sewerage or independent treatment,Percentage,1
Netherlands,2010,Not connected to public sewerage or independent treatment,Percentage,0.680000305
Netherlands,2011,Not connected to public sewerage or independent treatment,Percentage,0.599998474
Netherlands,2012,Not connected to public sewerage or independent treatment,Percentage,0.599998474
Netherlands,2013,Not connected to public sewerage or independent treatment,Percentage,0.599998474
Netherlands,2014,Not connected to public sewerage or independent treatment,Percentage,0.599998474
Netherlands,2015,Not connected to public sewerage or independent treatment,Percentage,0.599998474
Netherlands,2016,Not connected to public sewerage or independent treatment,Percentage,0.5
Netherlands,2017,Not connected to public sewerage or independent treatment,Percentage,0.5
New Zealand,2000,Unspecified (other) treatment ,Percentage,0.8
Norway,1970,Unspecified (other) treatment ,Percentage,0
Norway,1980,Unspecified (other) treatment ,Percentage,0
Norway,2000,Unspecified (other) treatment ,Percentage,0
Norway,2005,Unspecified (other) treatment ,Percentage,0
Norway,2010,Unspecified (other) treatment ,Percentage,0
Norway,2011,Unspecified (other) treatment ,Percentage,0
Norway,2012,Unspecified (other) treatment ,Percentage,0
Norway,2013,Unspecified (other) treatment ,Percentage,0
Norway,2014,Unspecified (other) treatment ,Percentage,0
Norway,2015,Unspecified (other) treatment ,Percentage,0
Norway,2016,Unspecified (other) treatment ,Percentage,0
Norway,2017,Unspecified (other) treatment ,Percentage,0
Norway,1970,Not connected to public sewerage or independent treatment,Percentage,15
Norway,1980,Not connected to public sewerage or independent treatment,Percentage,20
Norway,2000,Not connected to public sewerage or independent treatment,Percentage,20.05020142
Norway,2005,Not connected to public sewerage or independent treatment,Percentage,16.40000153
Norway,2010,Not connected to public sewerage or independent treatment,Percentage,14.90000153
Norway,2011,Not connected to public sewerage or independent treatment,Percentage,15
Norway,2012,Not connected to public sewerage or independent treatment,Percentage,14.80000305
Norway,2013,Not connected to public sewerage or independent treatment,Percentage,14.69999695
Norway,2014,Not connected to public sewerage or independent treatment,Percentage,14.80000305
Norway,2015,Not connected to public sewerage or independent treatment,Percentage,13.80000305
Norway,2016,Not connected to public sewerage or independent treatment,Percentage,13.59999847
Norway,2017,Not connected to public sewerage or independent treatment,Percentage,14
Poland,2000,Unspecified (other) treatment ,Percentage,0
Poland,2005,Unspecified (other) treatment ,Percentage,0
Poland,2010,Unspecified (other) treatment ,Percentage,0
Poland,2011,Unspecified (other) treatment ,Percentage,0
Poland,2012,Unspecified (other) treatment ,Percentage,0
Poland,2013,Unspecified (other) treatment ,Percentage,0
Poland,2014,Unspecified (other) treatment ,Percentage,0
Poland,2015,Unspecified (other) treatment ,Percentage,0
Poland,2016,Unspecified (other) treatment ,Percentage,0
Poland,2017,Unspecified (other) treatment ,Percentage,0
Portugal,2005,Unspecified (other) treatment ,Percentage,11.5
Portugal,2017,Unspecified (other) treatment ,Percentage,0.14
Portugal,1980,Not connected to public sewerage or independent treatment,Percentage,64.69999695
Portugal,2005,Not connected to public sewerage or independent treatment,Percentage,26
Portugal,2017,Not connected to public sewerage or independent treatment,Percentage,8.099998474
Slovak Republic,1980,Not connected to public sewerage or independent treatment,Percentage,59.40000153
Slovak Republic,2000,Not connected to public sewerage or independent treatment,Percentage,45.29999924
Slovak Republic,2005,Not connected to public sewerage or independent treatment,Percentage,42.90999985
Slovak Republic,2010,Not connected to public sewerage or independent treatment,Percentage,39.61999893
Slovak Republic,2011,Not connected to public sewerage or independent treatment,Percentage,38.41999817
Slovak Republic,2012,Not connected to public sewerage or independent treatment,Percentage,37.59000015
Slovak Republic,2013,Not connected to public sewerage or independent treatment,Percentage,36.61999893
Slovak Republic,2014,Not connected to public sewerage or independent treatment,Percentage,35.33000183
Slovak Republic,2015,Not connected to public sewerage or independent treatment,Percentage,34.80000305
Slovak Republic,2016,Not connected to public sewerage or independent treatment,Percentage,33.63999939
Slovak Republic,2017,Not connected to public sewerage or independent treatment,Percentage,32.30000305
Spain,1980,Unspecified (other) treatment ,Percentage,0
Spain,2000,Unspecified (other) treatment ,Percentage,0
Spain,2010,Unspecified (other) treatment ,Percentage,0
Spain,2012,Unspecified (other) treatment ,Percentage,2.4
Spain,2014,Unspecified (other) treatment ,Percentage,2.3
Spain,2000,Not connected to public sewerage or independent treatment,Percentage,7
Spain,2010,Not connected to public sewerage or independent treatment,Percentage,2
Spain,2012,Not connected to public sewerage or independent treatment,Percentage,0.900001526
Spain,2014,Not connected to public sewerage or independent treatment,Percentage,2.800003052
Sweden,1970,Unspecified (other) treatment ,Percentage,0
Sweden,1980,Unspecified (other) treatment ,Percentage,0
Sweden,2000,Unspecified (other) treatment ,Percentage,0
Sweden,2005,Unspecified (other) treatment ,Percentage,0
Sweden,2010,Unspecified (other) treatment ,Percentage,0
Sweden,2011,Unspecified (other) treatment ,Percentage,0
Sweden,2012,Unspecified (other) treatment ,Percentage,0
Sweden,2013,Unspecified (other) treatment ,Percentage,0
Sweden,2014,Unspecified (other) treatment ,Percentage,0
Sweden,2015,Unspecified (other) treatment ,Percentage,0
Sweden,2016,Unspecified (other) treatment ,Percentage,0
Sweden,2017,Unspecified (other) treatment ,Percentage,0
Sweden,1970,Not connected to public sewerage or independent treatment,Percentage,0
Sweden,1980,Not connected to public sewerage or independent treatment,Percentage,15
Sweden,2000,Not connected to public sewerage or independent treatment,Percentage,14
Sweden,2005,Not connected to public sewerage or independent treatment,Percentage,14
Sweden,2010,Not connected to public sewerage or independent treatment,Percentage,14
Sweden,2011,Not connected to public sewerage or independent treatment,Percentage,14
Sweden,2012,Not connected to public sewerage or independent treatment,Percentage,13
Sweden,2013,Not connected to public sewerage or independent treatment,Percentage,13
Sweden,2014,Not connected to public sewerage or independent treatment,Percentage,13
Sweden,2015,Not connected to public sewerage or independent treatment,Percentage,13
Sweden,2016,Not connected to public sewerage or independent treatment,Percentage,13
Sweden,2017,Not connected to public sewerage or independent treatment,Percentage,13
Switzerland,1970,Unspecified (other) treatment ,Percentage,0
Switzerland,1980,Unspecified (other) treatment ,Percentage,0
Switzerland,2000,Unspecified (other) treatment ,Percentage,0
Switzerland,2005,Unspecified (other) treatment ,Percentage,0
Switzerland,2010,Unspecified (other) treatment ,Percentage,0
Switzerland,2011,Unspecified (other) treatment ,Percentage,0
Switzerland,2012,Unspecified (other) treatment ,Percentage,0
Switzerland,2013,Unspecified (other) treatment ,Percentage,0
Switzerland,2000,Not connected to public sewerage or independent treatment,Percentage,4
Switzerland,2005,Not connected to public sewerage or independent treatment,Percentage,3.169998169
Switzerland,2010,Not connected to public sewerage or independent treatment,Percentage,2.699996948
Switzerland,2013,Not connected to public sewerage or independent treatment,Percentage,1.699996948
Turkey,2000,Unspecified (other) treatment ,Percentage,0
Turkey,2005,Unspecified (other) treatment ,Percentage,0
Turkey,2010,Unspecified (other) treatment ,Percentage,0
Turkey,2011,Unspecified (other) treatment ,Percentage,0
Turkey,2012,Unspecified (other) treatment ,Percentage,0
Turkey,2013,Unspecified (other) treatment ,Percentage,0
Turkey,2014,Unspecified (other) treatment ,Percentage,0
Turkey,2015,Unspecified (other) treatment ,Percentage,0
Turkey,2016,Unspecified (other) treatment ,Percentage,0
Turkey,2000,Not connected to public sewerage or independent treatment,Percentage,36.95000076
Turkey,2005,Not connected to public sewerage or independent treatment,Percentage,31.18000031
Turkey,2010,Not connected to public sewerage or independent treatment,Percentage,21.26999664
Turkey,2012,Not connected to public sewerage or independent treatment,Percentage,16.23999786
Turkey,2014,Not connected to public sewerage or independent treatment,Percentage,12.97000122
Turkey,2016,Not connected to public sewerage or independent treatment,Percentage,10.30000305
United Kingdom,2000,Unspecified (other) treatment ,Percentage,0
United Kingdom,2005,Unspecified (other) treatment ,Percentage,0
United Kingdom,2010,Unspecified (other) treatment ,Percentage,0
United Kingdom,2012,Unspecified (other) treatment ,Percentage,0
United Kingdom,2014,Unspecified (other) treatment ,Percentage,0
United States,2000,Unspecified (other) treatment ,Percentage,4.5
United States,2012,Unspecified (other) treatment ,Percentage,5.1
Chile,2005,Unspecified (other) treatment ,Percentage,7.15E-07
Chile,2010,Unspecified (other) treatment ,Percentage,9.68E-05
Chile,2011,Unspecified (other) treatment ,Percentage,-0.00010252
Chile,2012,Unspecified (other) treatment ,Percentage,-0.00010252
Chile,2013,Unspecified (other) treatment ,Percentage,-0.00010252
Chile,2014,Unspecified (other) treatment ,Percentage,0.030002117
Chile,2015,Unspecified (other) treatment ,Percentage,-0.00010252
Chile,2016,Unspecified (other) treatment ,Percentage,0.080001354
Chile,2017,Unspecified (other) treatment ,Percentage,-0.00010252
Estonia,2000,Unspecified (other) treatment ,Percentage,0
Estonia,2005,Unspecified (other) treatment ,Percentage,0
Estonia,2010,Unspecified (other) treatment ,Percentage,2.7
Estonia,2011,Unspecified (other) treatment ,Percentage,0
Estonia,2012,Unspecified (other) treatment ,Percentage,0
Estonia,2013,Unspecified (other) treatment ,Percentage,0
Estonia,2014,Unspecified (other) treatment ,Percentage,0
Estonia,2015,Unspecified (other) treatment ,Percentage,0
Estonia,2016,Unspecified (other) treatment ,Percentage,0
Estonia,2017,Unspecified (other) treatment ,Percentage,0
Estonia,2000,Not connected to public sewerage or independent treatment,Percentage,30
Estonia,2005,Not connected to public sewerage or independent treatment,Percentage,26
Estonia,2010,Not connected to public sewerage or independent treatment,Percentage,18.40000153
Estonia,2011,Not connected to public sewerage or independent treatment,Percentage,18.33000183
Estonia,2012,Not connected to public sewerage or independent treatment,Percentage,17.30000305
Estonia,2013,Not connected to public sewerage or independent treatment,Percentage,17.76000214
Estonia,2014,Not connected to public sewerage or independent treatment,Percentage,17.62000275
Estonia,2015,Not connected to public sewerage or independent treatment,Percentage,17.40000153
Estonia,2016,Not connected to public sewerage or independent treatment,Percentage,12.2
Estonia,2017,Not connected to public sewerage or independent treatment,Percentage,17.09999847
Israel,1980,Unspecified (other) treatment ,Percentage,1.899999976
Israel,2000,Unspecified (other) treatment ,Percentage,2
Israel,2005,Unspecified (other) treatment ,Percentage,2
Israel,2010,Unspecified (other) treatment ,Percentage,1.7
Israel,2011,Unspecified (other) treatment ,Percentage,1.6
Israel,2012,Unspecified (other) treatment ,Percentage,1.6
Israel,2013,Unspecified (other) treatment ,Percentage,1.6
Israel,2014,Unspecified (other) treatment ,Percentage,1.5
Israel,2015,Unspecified (other) treatment ,Percentage,1.5
Israel,2016,Unspecified (other) treatment ,Percentage,1.5
Israel,2017,Unspecified (other) treatment ,Percentage,1.4
Israel,1980,Not connected to public sewerage or independent treatment,Percentage,19.5
Israel,2000,Not connected to public sewerage or independent treatment,Percentage,5.699996948
Israel,2005,Not connected to public sewerage or independent treatment,Percentage,3
Israel,2010,Not connected to public sewerage or independent treatment,Percentage,1.900001526
Israel,2011,Not connected to public sewerage or independent treatment,Percentage,1.800003052
Israel,2012,Not connected to public sewerage or independent treatment,Percentage,1.5
Israel,2013,Not connected to public sewerage or independent treatment,Percentage,1.199996948
Israel,2014,Not connected to public sewerage or independent treatment,Percentage,0.1
Israel,2015,Not connected to public sewerage or independent treatment,Percentage,1
Israel,2016,Not connected to public sewerage or independent treatment,Percentage,0.900001526
Israel,2017,Not connected to public sewerage or independent treatment,Percentage,1
Slovenia,2000,Unspecified (other) treatment ,Percentage,13.9
Slovenia,2005,Unspecified (other) treatment ,Percentage,12.8
Slovenia,2010,Unspecified (other) treatment ,Percentage,0
Slovenia,2011,Unspecified (other) treatment ,Percentage,0
Slovenia,2012,Unspecified (other) treatment ,Percentage,0
Slovenia,2013,Unspecified (other) treatment ,Percentage,0
Slovenia,2014,Unspecified (other) treatment ,Percentage,0
Slovenia,2015,Unspecified (other) treatment ,Percentage,0
Slovenia,2016,Unspecified (other) treatment ,Percentage,0
Slovenia,2017,Unspecified (other) treatment ,Percentage,0
Slovenia,2000,Not connected to public sewerage or independent treatment,Percentage,37.40000153
Slovenia,2005,Not connected to public sewerage or independent treatment,Percentage,37.40000153
Slovenia,2010,Not connected to public sewerage or independent treatment,Percentage,37.41999817
Slovenia,2011,Not connected to public sewerage or independent treatment,Percentage,37.41999817
Slovenia,2012,Not connected to public sewerage or independent treatment,Percentage,37.29999924
Slovenia,2013,Not connected to public sewerage or independent treatment,Percentage,37.40000153
Slovenia,2014,Not connected to public sewerage or independent treatment,Percentage,37.41999817
Slovenia,2015,Not connected to public sewerage or independent treatment,Percentage,37.41999817
Slovenia,2016,Not connected to public sewerage or independent treatment,Percentage,32.90000153
Slovenia,2017,Not connected to public sewerage or independent treatment,Percentage,29.19999695
England and Wales,1980,Unspecified (other) treatment ,Percentage,0
England and Wales,2000,Unspecified (other) treatment ,Percentage,-1.43E-06
England and Wales,2005,Unspecified (other) treatment ,Percentage,0
England and Wales,2010,Unspecified (other) treatment ,Percentage,0
England and Wales,2011,Unspecified (other) treatment ,Percentage,0
England and Wales,2012,Unspecified (other) treatment ,Percentage,0
England and Wales,2013,Unspecified (other) treatment ,Percentage,0
England and Wales,2014,Unspecified (other) treatment ,Percentage,-1.53E-06
England and Wales,1980,Not connected to public sewerage or independent treatment,Percentage,5
England and Wales,2000,Not connected to public sewerage or independent treatment,Percentage,3.400001526
England and Wales,2005,Not connected to public sewerage or independent treatment,Percentage,0.650001526
England and Wales,2010,Not connected to public sewerage or independent treatment,Percentage,0
Poland,2000,Not connected to public sewerage or independent treatment,Percentage,46.40000153
Poland,2005,Not connected to public sewerage or independent treatment,Percentage,39.79999924
Poland,2010,Not connected to public sewerage or independent treatment,Percentage,35.30000305
Poland,2011,Not connected to public sewerage or independent treatment,Percentage,34.30000305
Poland,2012,Not connected to public sewerage or independent treatment,Percentage,31.30000305
Poland,2013,Not connected to public sewerage or independent treatment,Percentage,29.69999695
Poland,2014,Not connected to public sewerage or independent treatment,Percentage,28.5
Poland,2015,Not connected to public sewerage or independent treatment,Percentage,27.40000153
Poland,2016,Not connected to public sewerage or independent treatment,Percentage,26.40000153
Poland,2017,Not connected to public sewerage or independent treatment,Percentage,26.40000153
United States,2000,Not connected to public sewerage or independent treatment,Percentage,24.59999847
United States,2012,Not connected to public sewerage or independent treatment,Percentage,24.59999847
Chile,2000,Not connected to public sewerage or independent treatment,Percentage,6.699996948
Chile,2005,Not connected to public sewerage or independent treatment,Percentage,5.019996643
Chile,2010,Not connected to public sewerage or independent treatment,Percentage,4.099998474
Chile,2011,Not connected to public sewerage or independent treatment,Percentage,3.86000061
Chile,2012,Not connected to public sewerage or independent treatment,Percentage,0
Chile,2013,Not connected to public sewerage or independent treatment,Percentage,0.069999695
Chile,2014,Not connected to public sewerage or independent treatment,Percentage,0.069999695
Chile,2015,Not connected to public sewerage or independent treatment,Percentage,0.150001526
Chile,2016,Not connected to public sewerage or independent treatment,Percentage,0.069999695
Chile,2017,Not connected to public sewerage or independent treatment,Percentage,0.029998779
Latvia,2000,Primary treatment,Percentage,13.22
Latvia,2005,Primary treatment,Percentage,1.7
Latvia,2010,Primary treatment,Percentage,4.5
Latvia,2011,Primary treatment,Percentage,3.9
Latvia,2012,Primary treatment,Percentage,5.53
Latvia,2013,Primary treatment,Percentage,4.79
Latvia,2014,Primary treatment,Percentage,2.47
Latvia,2015,Primary treatment,Percentage,1.86
Latvia,2016,Primary treatment,Percentage,1.28
Latvia,2017,Primary treatment,Percentage,1.17
Latvia,2000,Secondary treatment,Percentage,54.04
Latvia,2005,Secondary treatment,Percentage,25.7
Latvia,2010,Secondary treatment,Percentage,42
Latvia,2011,Secondary treatment,Percentage,47.4
Latvia,2012,Secondary treatment,Percentage,51.38
Latvia,2013,Secondary treatment,Percentage,53.71
Latvia,2014,Secondary treatment,Percentage,16.72
Latvia,2015,Secondary treatment,Percentage,18.43
Latvia,2016,Secondary treatment,Percentage,17.58
Latvia,2017,Secondary treatment,Percentage,18.45
Latvia,2000,Tertiary treatment,Percentage,0.82
Latvia,2005,Tertiary treatment,Percentage,38.1
Latvia,2010,Tertiary treatment,Percentage,16.1
Latvia,2011,Tertiary treatment,Percentage,16.5
Latvia,2012,Tertiary treatment,Percentage,17.76
Latvia,2013,Tertiary treatment,Percentage,17.41
Latvia,2014,Tertiary treatment,Percentage,56.32
Latvia,2015,Tertiary treatment,Percentage,56.86
Latvia,2016,Tertiary treatment,Percentage,58.29
Latvia,2017,Tertiary treatment,Percentage,62.11
